,CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry,date_of_insolvency_filing,auditors_resignations,director_terminations,secretaries_appointed,secretaries_terminated,directors_appointed
1903,02008431,HILTMEAD LIMITED,4.0,4.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,1993-01-11,0,0,0,0,0
1904,00534218,HITACHI CONSUMER PRODUCTS (U.K.) LTD,0.0,0.0,0.0,0.0,0,2,2971 - Manufacture of electric domestic appliances,1997-03-19,0,0,0,0,0
1905,03516646,HITACHI DATA SYSTEMS ENGINEERING UK LIMITED,4.0,1.0,0.0,3.0,1,3,18203 - Reproduction of computer media,2020-01-03,0,0,0,0,0
1906,02573327,HITACHI ZOSEN EUROPE LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.,2019-12-16,0,3,0,0,1
1907,02736688,HITCHCOCK & KING LIMITED,7.0,0.0,0.0,7.0,0,2,"46730 - Wholesale of wood, construction materials and sanitary equipment",2020-04-22,1,0,0,0,0
1908,00173567,HMH PROCESS ENGINEERING & SERVICES LIMITED,2.0,0.0,0.0,2.0,0,1,7415 - Holding Companies including Head Offices,2006-07-04,0,0,0,0,0
1909,OC334387,HOARE CAPITAL MARKETS LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2012-04-05,0,0,0,0,0
1910,02854338,HOBART PLACE HOLDINGS LIMITED,0.0,0.0,0.0,0.0,1,1,64205 - Activities of financial services holding companies,2020-12-31,0,0,0,0,0
1911,00998511,HOBART PLACE LIMITED,0.0,0.0,0.0,0.0,1,1,64191 - Banks,2020-12-31,0,0,0,0,0
1912,01574452,HODGSON & HODGSON GROUP LIMITED,16.0,10.0,0.0,6.0,0,4,25990 - Manufacture of other fabricated metal products n.e.c.,2016-10-27,0,4,0,0,3
1913,09058496,HOEGH LNG SERVICES LTD,0.0,0.0,0.0,0.0,0,1,82110 - Combined office administrative service activities,2020-12-30,0,0,0,0,0
1914,09355651,HOLDIO HOLDCO LIMITED,1.0,0.0,0.0,1.0,2,1,70100 - Activities of head offices,2020-12-23,0,6,0,0,5
1915,09353364,HOLDIO INTERCO LIMITED,3.0,2.0,0.0,1.0,2,1,70100 - Activities of head offices,2020-12-23,0,5,0,0,4
1916,09353440,HOLDIO MIDCO LIMITED,1.0,0.0,0.0,1.0,2,1,70100 - Activities of head offices,2020-12-23,0,6,0,0,5
1917,04136708,HOLDMILE LIMITED,3.0,0.0,0.0,3.0,0,1,82990 - Other business support service activities n.e.c.,2019-03-14,0,1,0,0,1
1918,01880458,HOLIDAY INNS (ENGLAND) LIMITED,0.0,0.0,0.0,0.0,0,1,55100 - Hotels and similar accommodation,2020-12-23,0,2,0,0,2
1919,01128870,HOLLY CONSTRUCTION LIMITED,5.0,4.0,0.0,1.0,0,2,"2010 - Sawmill, plane, impregnation wood",2007-01-29,0,0,0,0,0
1920,00520887,HOLLYBANK ENGINEERING CO. LIMITED,2.0,0.0,0.0,2.0,0,2,25990 - Manufacture of other fabricated metal products n.e.c.,2014-02-06,0,0,0,0,0
1921,05136262,HOLYSTONE DEVELOPMENTS LIMITED,3.0,3.0,0.0,0.0,0,1,41202 - Construction of domestic buildings,2017-05-31,0,0,0,0,0
1922,02771330,HOMARUS CATERING SUPPLIES LIMITED,2.0,2.0,0.0,0.0,0,1,5132 - Wholesale of meat and meat products,1996-09-24,0,0,0,0,0
1923,05382428,HOME FUNDRAISING LIMITED,5.0,3.0,0.0,2.0,2,1,"74909 - Other professional, scientific and technical activities n.e.c.",2020-02-07,0,0,0,0,0
1924,08980132,HOMECREST BIDCO LIMITED,3.0,3.0,0.0,0.0,0,1,64204 - Activities of distribution holding companies,2020-12-08,0,2,0,0,1
1925,08980102,HOMECREST MIDCO LIMITED,0.0,0.0,0.0,0.0,0,1,64204 - Activities of distribution holding companies,2020-12-08,0,2,0,0,1
1926,OC330101,HOMELOANS (NO. 8) LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2019-03-16,0,0,0,0,0
1927,OC322732,HOMELOANS (NO.7) LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2019-03-16,0,0,0,0,0
1928,03130486,HOMESTYLE GROUP OPERATIONS LIMITED,4.0,2.0,0.0,2.0,2,1,70100 - Activities of head offices,2020-07-15,0,0,0,0,1
1929,06923303,HONISTER PARTNERS LIMITED,0.0,0.0,0.0,0.0,1,1,64999 - Financial intermediation not elsewhere classified,2012-07-11,0,0,0,0,0
1930,06044285,HOPETOUN (NO 1) LIMITED,4.0,0.0,0.0,4.0,0,1,55100 - Hotels and similar accommodation,2019-10-01,0,5,1,2,3
1931,03428185,HORRIDGE LIMITED,9.0,9.0,0.0,0.0,1,1,47721 - Retail sale of footwear in specialised stores,2019-04-25,0,1,0,1,1
1932,08317738,HORTONWORKS UK LIMITED,0.0,0.0,0.0,0.0,0,2,62012 - Business and domestic software development,2020-08-13,0,2,0,0,4
1933,02100356,HOSPITAL PLAN INSURANCE SERVICES,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2021-04-03,0,0,0,0,0
1934,04805480,HOT OFFICE BUSINESS CENTRES LIMITED,1.0,1.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate,2019-02-05,0,0,0,0,0
1935,04379118,HOTEL PORTFOLIO II UK LIMITED,36.0,13.0,0.0,23.0,0,1,5510 - Hotels & motels with or without restaurant,2018-03-21,0,0,0,0,0
1936,04649696,HOTELS4U.COM LIMITED,5.0,4.0,0.0,1.0,1,1,79110 - Travel agency activities,2020-06-15,0,2,0,0,2
1937,04089208,HOUSE OF FRASER (FINANCE) LIMITED,3.0,2.0,0.0,1.0,0,1,66190 - Activities auxiliary to financial intermediation n.e.c.,2019-01-02,0,2,0,0,3
1938,07591937,HOUSE OF FRASER (FUNDING) PLC,3.0,2.0,0.0,1.0,0,1,64999 - Financial intermediation not elsewhere classified,2018-12-31,0,1,0,0,4
1939,05953622,HOUSE OF FRASER (PIH) LIMITED,1.0,1.0,0.0,0.0,1,1,99999 - Dormant Company,2019-01-03,0,2,0,0,2
1940,05984333,HOUSE OF FRASER (STORECARD) LIMITED,4.0,2.0,0.0,2.0,1,1,70100 - Activities of head offices,2018-12-31,0,1,0,0,4
1941,05797766,HOUSE OF FRASER (UK & IRELAND) ACQUISITIONS LIMITED,12.0,5.0,0.0,7.0,3,1,70100 - Activities of head offices,2019-10-17,0,1,0,0,2
1942,01677939,HOUSE OF MOBILITY EUROPE LIMITED,3.0,1.0,0.0,2.0,1,1,"5211 - Retail in non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating, not elsewhere classified",2009-12-08,0,0,0,0,0
1943,02884244,HOUSE OF MULBERRY INTERNATIONAL LTD.,0.0,0.0,0.0,0.0,0,2,5146 - Wholesale of pharmaceutical goods,2001-03-29,0,0,0,0,0
1944,01664481,HOUSEHOLD INTERNATIONAL EUROPE LIMITED,0.0,0.0,0.0,0.0,1,1,64205 - Activities of financial services holding companies,2017-02-03,3,0,2,2,0
1945,00856121,HOUSINGAGENT SERVICES LIMITED,4.0,0.0,0.0,4.0,1,1,7499 - Non-trading company,2008-08-12,0,0,0,0,0
1946,NI604220,HOUSTON THORNTON & CO LIMITED,0.0,0.0,0.0,0.0,0,1,"43220 - Plumbing, heat and air-conditioning installation",2019-11-23,0,0,0,0,0
1947,01138498,HOWARD SMITH PAPER GROUP LIMITED,9.0,0.0,0.0,9.0,1,2,46760 - Wholesale of other intermediate products,2016-05-26,0,4,2,2,2
1948,01136954,HOWARTH TIMBER (WINDOWS & DOORS) LIMITED,2.0,1.0,0.0,1.0,0,2,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",2020-11-05,0,2,0,0,0
1949,02157536,HOWLETT MARINE SERVICES LIMITED,2.0,2.0,0.0,0.0,0,1,7487 - Other business activities,2003-06-24,0,0,0,0,0
1950,10173252,HPI RACING LIMITED,2.0,0.0,0.0,2.0,0,1,46520 - Wholesale of electronic and telecommunications equipment and parts,2019-04-24,0,0,0,0,0
1951,04150692,HPIS LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2021-04-03,0,0,0,0,0
1952,04114693,HPS MARKETING COMMUNICATIONS LIMITED,8.0,3.0,0.0,5.0,2,1,73110 - Advertising agencies,2020-03-12,0,0,0,0,0
1953,07487239,HS 524 LIMITED,7.0,4.0,0.0,3.0,0,1,74990 - Non-trading company,2020-08-19,0,0,0,0,0
1954,02121160,HUF U.K. LIMITED,7.0,0.0,0.0,7.0,0,1,29320 - Manufacture of other parts and accessories for motor vehicles,2021-01-05,0,2,0,1,1
1955,NI020741,HUGHES FROZEN FOODS LIMITED,5.0,5.0,0.0,0.0,0,1,None Supplied,2019-07-09,0,0,0,0,0
1956,06342962,HUMAC CIVIL ENGINEERING LIMITED,2.0,2.0,0.0,0.0,0,1,41201 - Construction of commercial buildings,2017-12-20,1,1,0,1,1
1957,09696760,HUNTERCOMBE (LOYDS) LIMITED,0.0,0.0,0.0,0.0,0,1,86900 - Other human health activities,2020-03-25,0,0,0,0,0
1958,00297743,HUNTING AVIATION LIMITED,12.0,0.0,0.0,12.0,0,1,82990 - Other business support service activities n.e.c.,2014-11-13,0,0,0,0,0
1959,09651189,HUSCO INTERNATIONAL FOUR LTD,1.0,0.0,0.0,1.0,0,1,64999 - Financial intermediation not elsewhere classified,2021-01-27,0,0,0,0,0
1960,08314433,HUTCHISON UK RECEIVABLES HOVE LIMITED,0.0,0.0,0.0,0.0,0,1,61900 - Other telecommunications activities,2021-04-06,0,4,0,0,1
1961,07879092,HUTCHISON UK RECEIVABLES LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.,2021-04-06,0,5,0,0,1
1962,03674372,HW ARCHITECTURAL LIMITED,4.0,0.0,0.0,4.0,0,3,25120 - Manufacture of doors and windows of metal,2019-05-24,0,4,0,1,1
1963,10288541,HWSIL NOTE CO LIMITED,2.0,0.0,0.0,2.0,0,1,64999 - Financial intermediation not elsewhere classified,2021-04-27,0,0,0,0,0
1964,08697967,HYDROLOGY PLC,1.0,1.0,0.0,0.0,2,1,"36000 - Water collection, treatment and supply",2017-07-13,1,1,0,1,1
1965,05615562,HYPERNET LTD,0.0,0.0,0.0,0.0,0,1,"5184 - Wholesale of computers, computer peripheral equipment & software",2008-12-16,0,0,0,0,0
1966,03011097,HYTEC BUILDERS LIMITED,0.0,0.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,1999-10-12,0,0,0,0,0
1967,06053905,I SUPPLY ENERGY LIMITED,2.0,0.0,0.0,2.0,1,2,35140 - Trade of electricity,2021-01-12,0,2,1,1,1
1968,00647925,I.G.HALE(PROPERTIES)LIMITED,151.0,140.0,0.0,11.0,0,1,4521 - Gen construction & civil engineer,2001-03-13,0,0,0,0,0
1969,03454438,I2 MOBILE SOLUTIONS LTD,2.0,2.0,0.0,0.0,1,1,7260 - Other computer related activities,2009-12-24,1,0,0,0,0
1970,05622678,IBERDROLA ENGINEERING AND CONSTRUCTION NETWORKS LIMITED,0.0,0.0,0.0,0.0,2,1,41201 - Construction of commercial buildings,2019-06-19,0,1,0,2,1
1971,05660269,IBIS MEDIA VCT 1 PLC,0.0,0.0,0.0,0.0,0,1,64301 - Activities of investment trusts,2017-02-02,0,0,0,0,0
1972,02778265,ICEBRIT LIMITED,4.0,2.0,0.0,2.0,0,1,7487 - Other business activities,2008-09-30,0,0,0,0,0
1973,08719412,ICG ASFL LIMITED,1.0,0.0,0.0,1.0,0,1,64999 - Financial intermediation not elsewhere classified,2021-04-12,0,1,0,0,1
1974,03566552,ID FIRE & SECURITY LIMITED,17.0,5.0,0.0,12.0,1,1,81100 - Combined facilities support activities,2015-02-10,0,0,0,0,0
1975,04094547,ID HVAC & ENERGY LIMITED,17.0,3.0,0.0,14.0,2,1,"43220 - Plumbing, heat and air-conditioning installation",2016-03-24,0,0,0,0,0
1976,00120158,IDEAL STANDARD AS LIMITED,4.0,1.0,0.0,3.0,1,2,82990 - Other business support service activities n.e.c.,2015-01-27,0,0,0,0,0
1977,01285927,IDEAL WASTE PAPER COMPANY LIMITED,29.0,2.0,0.0,27.0,0,1,96090 - Other service activities n.e.c.,2015-02-11,1,0,0,0,0
1978,04276081,IGATE INFORMATION SERVICES (UK) LIMITED,0.0,0.0,0.0,0.0,2,1,62020 - Information technology consultancy activities,2019-08-15,0,4,0,0,3
1979,03019236,IGT UK GAMES LIMITED,0.0,0.0,0.0,0.0,3,1,96090 - Other service activities n.e.c.,2021-01-08,0,2,0,0,1
1980,02322242,IHC UK (HOLDINGS) LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices,2020-12-23,0,2,0,0,2
1981,NI612808,IIF CYCLONE NI LIMITED,0.0,0.0,0.0,0.0,0,1,64205 - Activities of financial services holding companies,2021-03-25,0,0,0,0,0
1982,04308393,IKON CONSTRUCTION LIMITED,10.0,10.0,0.0,0.0,0,3,41201 - Construction of commercial buildings,2018-06-22,0,0,0,0,0
1983,03651376,ILEC LTD.,2.0,0.0,0.0,2.0,0,1,43210 - Electrical installation,2020-07-16,0,2,0,0,0
1984,00057395,ILFORD IMAGING UK LIMITED,5.0,4.0,0.0,1.0,0,1,2464 - Manufacture photograph chemical material,2010-11-04,0,0,0,0,0
1985,03649275,IMPACT GREAT BRITAIN LIMITED,0.0,0.0,0.0,0.0,0,1,4533 - Plumbing,2001-10-25,0,0,0,0,0
1986,05384161,IMPACT HOLDINGS (UK) PLC,3.0,1.0,0.0,2.0,1,1,64921 - Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,2019-06-06,0,0,0,0,0
1987,08564052,IMPERIAL EAGLE LIMITED,0.0,0.0,0.0,0.0,0,1,"46170 - Agents involved in the sale of food, beverages and tobacco",2017-04-11,0,0,0,0,0
1988,04771955,IMPERIAL PROPERTY COMPANY (READING) LIMITED,5.0,2.0,0.0,3.0,0,1,68209 - Other letting and operating of own or leased real estate,2014-11-19,0,0,0,0,0
1989,07389085,IMPETUS TRADING LIMITED,2.0,1.0,0.0,1.0,0,1,99999 - Dormant Company,2020-10-22,0,0,0,0,0
1990,02483139,IMPLEMENTORS (U.K.) LIMITED,2.0,2.0,0.0,0.0,0,1,7220 - Software consultancy and supply,1995-08-02,0,0,0,0,0
1991,04183682,IMPULSE MUSIC TRAVEL LIMITED,2.0,1.0,0.0,1.0,0,1,5248 - Other retail specialist stores,2009-08-25,0,0,0,0,0
1992,02685379,IMQ LIMITED,2.0,2.0,0.0,0.0,1,1,5190 - Other wholesale,2009-12-24,1,0,0,0,0
1993,04132210,IN2ITIVE BUSINESS GROUP LIMITED,2.0,2.0,0.0,0.0,0,1,7487 - Other business activities,2009-07-06,0,0,0,0,0
1994,10179628,INAUTH UK LTD.,0.0,0.0,0.0,0.0,0,4,61200 - Wireless telecommunications activities,2021-04-15,0,0,0,0,0
1995,03138389,INCHCAPE FINANCIAL SERVICES LIMITED,1.0,0.0,0.0,1.0,0,1,64921 - Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,2020-01-07,0,0,0,0,0
1996,10643120,INCISIVE MEDIA GROUP LIMITED,1.0,0.0,0.0,1.0,0,1,58190 - Other publishing activities,2020-07-22,0,2,0,0,0
1997,02673204,INCLARITY LIMITED,10.0,7.0,0.0,3.0,1,1,6420 - Telecommunications,2011-10-18,0,0,0,0,0
1998,09065891,INCOMM PAYMENTS UK LTD,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2020-06-08,0,2,0,1,1
1999,06025018,INCOMM PREPAID LIMITED,2.0,0.0,0.0,2.0,1,1,82990 - Other business support service activities n.e.c.,2020-06-08,0,2,0,1,1
2000,01867070,INDEPENDENT COACH TRAVEL (WHOLESALING) LIMITED,8.0,2.0,0.0,6.0,0,1,96090 - Other service activities n.e.c.,2020-08-05,0,0,0,0,0
2001,02793236,INDIE TRAINING FUND,0.0,0.0,0.0,0.0,1,1,94110 - Activities of business and employers membership organizations,2019-10-10,0,2,0,0,0
2002,03664736,INDIGO PRODUCTS LIMITED,10.0,0.0,0.0,10.0,0,1,22290 - Manufacture of other plastic products,2019-10-22,0,3,0,1,3
2003,04026693,INDIVIDUAL RESTAURANT COMPANY LIMITED,16.0,5.0,0.0,11.0,1,1,56101 - Licensed restaurants,2020-12-08,0,1,0,1,0
2004,02821941,INDUSTRIAL LATEX COMPOUNDS LIMITED,14.0,4.0,0.0,10.0,0,1,20130 - Manufacture of other inorganic basic chemicals,2019-01-21,0,1,1,0,1
2005,03463584,INDUSTRIELLE DE CHAUFFAGE ENTERPRISE UNITED KINGDOM LIMITED,0.0,0.0,0.0,0.0,0,1,43999 - Other specialised construction activities n.e.c.,2020-12-02,0,1,0,0,1
2006,05140324,INDUSTRIOUS (CASTLE ESTATE) 1 LIMITED,2.0,2.0,0.0,0.0,1,1,7011 - Development & sell real estate,2010-07-16,0,0,0,0,0
2007,11261350,INEOS ENTERPRISES HOLDINGS FINCO LIMITED,2.0,0.0,0.0,2.0,0,1,70100 - Activities of head offices,2021-01-28,1,1,1,1,1
2008,05293217,INEOS PARAFORM HOLDINGS LIMITED,1.0,0.0,0.0,1.0,0,1,70100 - Activities of head offices,2021-01-28,1,2,1,1,2
2009,04482032,INEOS PARAFORM LIMITED,4.0,0.0,0.0,4.0,2,1,70100 - Activities of head offices,2021-01-28,1,2,1,1,2
2010,08547347,INESTAR LIMITED,1.0,1.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate,2020-06-01,0,0,0,0,0
2011,05152693,INEX HOME IMPROVEMENTS LIMITED,3.0,2.0,0.0,1.0,1,1,43290 - Other construction installation,2016-07-05,2,0,0,0,0
2012,02203248,INFINIS (COE) LIMITED,0.0,0.0,0.0,0.0,2,1,74990 - Non-trading company,2020-05-15,0,1,0,0,1
2013,OC416151,INFLEXION TIC SERVICES HOLDINGS LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2020-06-23,0,0,0,0,0
2014,06395011,INGENIOUS ENTERTAINMENT VCT 1 PLC,0.0,0.0,0.0,0.0,0,1,64303 - Activities of venture and development capital companies,2018-11-21,1,0,0,0,0
2015,06395025,INGENIOUS ENTERTAINMENT VCT 2 PLC,0.0,0.0,0.0,0.0,0,1,64303 - Activities of venture and development capital companies,2019-12-23,0,1,0,0,1
2016,05943513,INGENIOUS LIVE VCT 1 PLC,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities,2012-08-17,0,0,0,0,0
2017,05943531,INGENIOUS LIVE VCT 2 PLC,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities,2012-08-16,0,0,0,0,0
2018,04956592,INHOCO 3017 LIMITED,5.0,1.0,0.0,4.0,0,1,99999 - Dormant Company,2013-05-16,0,0,0,0,0
2019,04362980,ININ UK LIMITED,0.0,0.0,0.0,0.0,0,1,61900 - Other telecommunications activities,2019-02-09,0,2,0,0,0
2020,SC105665,INKA SYSTEMS (UK) LIMITED,2.0,0.0,0.0,2.0,0,1,2811 - Manufacture metal structures & parts,1998-10-13,0,0,0,0,0
2021,09358252,INLAND HELIX LIMITED,1.0,0.0,0.0,1.0,0,1,64203 - Activities of construction holding companies,2019-05-31,0,1,0,0,1
2022,05535302,INLINE OUTSOURCING LIMITED,4.0,1.0,0.0,3.0,1,1,64999 - Financial intermediation not elsewhere classified,2018-10-08,0,1,0,0,0
2023,02514148,INN FINANCE LIMITED,2.0,2.0,0.0,0.0,0,2,5530 - Restaurants,2001-02-21,0,0,0,0,0
2024,02623681,INNERVATE TECHNOLOGY SOLUTIONS LIMITED,8.0,2.0,0.0,6.0,2,1,62090 - Other information technology service activities,2020-03-10,0,3,0,1,3
2025,10894373,INNOGY INNOVATION UK LIMITED,0.0,0.0,0.0,0.0,0,1,64304 - Activities of open-ended investment companies,2021-05-17,0,1,0,0,0
2026,08382258,INNOVATION CITY (TELECOMS) LIMITED,1.0,1.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.,2020-02-04,0,2,0,0,1
2027,05223208,INNOVIA FILMS (COMMERCIAL) LIMITED,5.0,0.0,0.0,5.0,0,1,82990 - Other business support service activities n.e.c.,2021-06-30,0,1,0,0,0
2028,09187600,INOCHI PROJECT PLC,0.0,0.0,0.0,0.0,0,2,58210 - Publishing of computer games,2019-10-16,0,0,0,1,0
2029,01731062,INSPEC FINE CHEMICALS LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company,2012-09-07,0,0,0,0,0
2030,07956317,INSPIRED ASSET MANAGEMENT LIMITED,14.0,3.0,0.0,11.0,0,1,64999 - Financial intermediation not elsewhere classified,2019-09-12,0,1,0,0,0
2031,10544849,INSPIRED DEVELOPMENTS (LONDON) PLC,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified,2019-09-09,0,2,0,0,0
2032,09864285,INSPIRING FUTURES CAREERS LIMITED,1.0,1.0,0.0,0.0,0,1,"74909 - Other professional, scientific and technical activities n.e.c.",2019-05-23,0,1,0,0,2
2033,10932372,INSTALL BASE LIMITED,2.0,2.0,0.0,0.0,1,1,70100 - Activities of head offices,2019-11-05,0,0,0,0,0
2034,01422343,INSU-STRIP LIMITED,4.0,2.0,0.0,2.0,0,1,7487 - Other business activities,1992-03-03,0,0,0,0,0
2035,09812523,INSULATE REALISATIONS LIMITED,6.0,3.0,0.0,3.0,1,1,43999 - Other specialised construction activities n.e.c.,2019-08-16,0,3,0,0,1
2036,01520360,INSURANCE CORPORATION OF SINGAPORE (U.K.) LIMITED(THE),5.0,5.0,0.0,0.0,0,1,65110 - Life insurance,2014-03-05,0,0,0,0,0
2037,03935374,INTASCAPE.COM LIMITED,2.0,0.0,0.0,2.0,0,1,62090 - Other information technology service activities,2021-04-19,0,1,0,0,0
2038,08430150,INTEGRATED PATH SERVICES LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.,2020-12-21,0,1,0,0,1
2039,04104172,INTEGRATED SATELLITE TELECOMMUNICATIONS PLC,1.0,1.0,0.0,0.0,0,1,6420 - Telecommunications,2004-12-16,1,0,0,0,0
2040,04616937,INTELLEGO GROUP LIMITED,3.0,3.0,0.0,0.0,2,2,7221 - Software publishing,2012-03-28,0,0,0,0,0
2041,03002259,INTELLIGENCE EXCHANGE NETWORKS LIMITED,2.0,2.0,0.0,0.0,0,2,7415 - Holding Companies including Head Offices,2003-03-13,0,0,0,0,0
2042,04547667,INTER TRAVEL HOLIDAYS LTD.,1.0,1.0,0.0,0.0,0,1,6330 - Travel agencies etc; tourist,2007-10-11,0,0,0,0,0
2043,01264077,INTERACTION RECRUITMENT CONSULTANTS LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,1990-02-13,0,0,0,0,0
2044,SC108641,INTERACTIVE OFFICE LIMITED,5.0,3.0,0.0,2.0,0,1,7487 - Other business activities,2007-04-19,1,0,0,0,0
2045,03167536,INTERLAKEN GROUP LIMITED,3.0,1.0,0.0,2.0,1,1,70100 - Activities of head offices,2019-12-31,0,6,1,0,1
2046,05318020,INTERMEDIA FILM DISTRIBUTION 2004 LIMITED,10.0,10.0,0.0,0.0,0,2,9211 - Motion picture and video production,2012-02-21,0,0,0,0,0
2047,03899545,INTERNATIONAL COMMODITIES AND INVESTMENTS PLC,2.0,0.0,0.0,2.0,2,1,64205 - Activities of financial services holding companies,2020-12-23,0,0,0,1,0
2048,10528411,INTERNATIONAL RETAIL UK LIMITED,0.0,0.0,0.0,0.0,1,1,70100 - Activities of head offices,2020-12-11,0,1,0,0,1
2049,03322903,INTERNATIONAL TELECOM CENTRE LIMITED,0.0,0.0,0.0,0.0,0,1,6420 - Telecommunications,2001-12-20,0,0,0,0,0
2050,02331006,INTERNATIONAL TRAVEL GROUP LIMITED,3.0,0.0,0.0,3.0,0,1,70100 - Activities of head offices,2020-12-29,0,0,0,0,0
2051,FC021939,"INTERNETIX, INC.",1.0,1.0,0.0,0.0,0,1,None Supplied,2002-12-11,0,0,0,0,0
2052,04130453,INTERSTONE TRADING LIMITED,0.0,0.0,0.0,0.0,0,2,5143 - Wholesale electric household goods,2013-12-06,0,0,0,0,0
2053,03743254,INTERTEK FISHERIES CERTIFICATION LIMITED,0.0,0.0,0.0,0.0,1,1,70229 - Management consultancy activities other than financial management,2019-09-26,0,1,0,0,1
2054,02443202,INTIMAS LIMITED,15.0,2.0,0.0,13.0,1,1,5142 - Wholesale of clothing and footwear,2015-09-11,0,0,0,0,0
2055,10837888,INTU ENERGY LIMITED,0.0,0.0,0.0,0.0,0,1,35110 - Production of electricity,2020-08-19,0,3,0,0,4
2056,04251697,INTU MANAGEMENT SERVICES LIMITED,0.0,0.0,0.0,0.0,2,1,70100 - Activities of head offices,2020-07-10,0,5,0,0,2
2057,04423998,INTU NOTTINGHAM INVESTMENTS LIMITED,2.0,2.0,0.0,0.0,3,1,74990 - Non-trading company,2020-07-20,0,5,0,0,6
2058,08425923,INTU RETAIL SERVICES LIMITED,1.0,1.0,0.0,0.0,2,1,81100 - Combined facilities support activities,2020-07-18,0,8,0,0,4
2059,08363578,INTU RS LIMITED,0.0,0.0,0.0,0.0,2,1,81100 - Combined facilities support activities,2020-07-10,0,7,0,0,4
2060,06702751,INVENTIVE TAX STRATEGIES LIMITED,0.0,0.0,0.0,0.0,2,1,70229 - Management consultancy activities other than financial management,2013-10-29,0,0,0,0,0
2061,06707425,INVER UK LIMITED,1.0,0.0,0.0,1.0,0,1,"20301 - Manufacture of paints, varnishes and similar coatings, mastics and sealants",2021-01-14,0,5,0,0,4
2062,03141073,INVESCO INCOME GROWTH TRUST PLC,0.0,0.0,0.0,0.0,0,1,64301 - Activities of investment trusts,2021-05-05,0,0,0,0,0
2063,06135150,INVESTEC ASSET FINANCE (CAPITAL NO.3) LIMITED,0.0,0.0,0.0,0.0,1,1,64191 - Banks,2020-12-23,0,2,0,0,0
2064,03700427,INVESTEC CLICK & INVEST LIMITED,0.0,0.0,0.0,0.0,2,1,64999 - Financial intermediation not elsewhere classified,2020-02-24,0,5,0,0,0
2065,02216551,INVESTEC GROUP (UK) LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company,2021-03-03,0,2,0,0,0
2066,03826235,INVESTLAND GROUP LIMITED,2.0,0.0,0.0,2.0,0,1,64205 - Activities of financial services holding companies,2018-05-24,0,1,0,0,0
2067,07559938,INVICTUS CONTRACTS LIMITED,0.0,0.0,0.0,0.0,1,1,43999 - Other specialised construction activities n.e.c.,2018-03-06,0,3,0,0,0
2068,07073184,INVIEW TECHNOLOGY LIMITED,1.0,1.0,0.0,0.0,0,1,60200 - Television programming and broadcasting activities,2019-11-23,0,3,0,1,3
2069,02394542,INVISION MICROSYSTEMS LIMITED,3.0,2.0,0.0,1.0,0,1,"7420 - Architectural, technical consult",2000-02-03,0,0,0,0,0
2070,03300281,IOP 03300281 LIMITED,12.0,0.0,0.0,12.0,1,1,68209 - Other letting and operating of own or leased real estate,2017-05-17,0,0,0,0,0
2071,OC377842,IPAGOO LLP,6.0,2.0,0.0,4.0,1,1,None Supplied,2019-08-20,0,0,0,0,0
2072,02647877,IRVINE CARE LIMITED,13.0,3.0,1.0,9.0,0,1,86900 - Other human health activities,2019-12-16,0,1,0,0,1
2073,06416410,IRVINE ENERGY RECOVERY LIMITED,0.0,0.0,0.0,0.0,1,2,35110 - Production of electricity,2016-11-30,0,2,0,0,1
2074,03624831,ISLAND LITHO LIMITED,1.0,1.0,0.0,0.0,0,2,2123 - Manufacture of paper stationery,2002-05-14,0,0,0,0,0
